id	isolate	aliases	country	continent	region	town_or_city	year	month	isolation_date	received_date	age_yr	age_mth	sex	disease	source	epidemiology	species	penner	bioproject_accession	biosample_accession	NCBI_assembly_accession	ENA_run_accession	private_project	comments	sender	curator	date_entered	datestamp	ST (MLST)	clonal_complex (MLST)
1	P09		Unknown											carrier	goat	carrier	Campylobacter jejuni	9							2	1	2001-02-12	2001-04-24	25	ST-45 complex
2	P12		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	12							2	1	2001-02-12	2001-04-19	2	ST-45 complex
3	P18	ATCC43439	Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	18							2	1	2001-02-12	2001-02-12	3	ST-49 complex
4	P22	ATCC43448	Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	22							2	1	2001-02-12	2001-02-12	4	ST-403 complex
5	P26	ATCC43477	Unknown											carrier	pig	carrier	Campylobacter jejuni	26							2	1	2001-02-12	2001-02-12	5	ST-353 complex
6	P27		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	27							2	1	2001-02-12	2001-04-24	45	ST-45 complex
7	P31		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	31							2	1	2001-02-12	2001-02-12	7	ST-354 complex
8	P33		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	33							2	1	2001-02-12	2001-04-25	418	ST-45 complex
9	P43		Canada	North America		Vancouver								gastroenteritis	human stool	sporadic case	Campylobacter jejuni	43							2	1	2001-02-12	2001-04-24	9	ST-508 complex
10	P55		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	55							2	1	2001-02-12	2001-05-03	45	ST-45 complex
11	P57		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	57							2	1	2001-02-12	2001-04-19	11	ST-45 complex
12	P58		USA	North America	Virginia									gastroenteritis	human stool	sporadic case	Campylobacter jejuni	58							2	1	2001-02-12	2001-04-24	433	ST-433 complex
13	PS02		Unknown											carrier	calf	carrier	Campylobacter jejuni	2							2	1	2001-02-12	2001-04-24	21	ST-21 complex
14	PS11		Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-04-24	14	ST-257 complex
15	PS16		Unknown														Campylobacter jejuni	16							2	1	2001-02-12	2001-02-12	15	ST-48 complex
16	PS19		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	19							2	1	2001-02-12	2001-04-24	16	ST-22 complex
17	3157		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	17	ST-257 complex
18	2475		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	17	ST-257 complex
19	313		UK [England]	Europe		Gateshead	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	18	ST-21 complex
20	309		UK	Europe			1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
21	3618		UK [England]	Europe		Manchester	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	20	ST-21 complex
22	2167		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
23	2248		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
24	3201		UK [England]	Europe		Gateshead	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	19							2	1	2001-02-12	2001-02-12	22	ST-22 complex
25	78969		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	23							2	1	2001-02-12	2001-02-12	23	
26	GB2		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	UT							2	1	2001-02-12	2001-07-09	22	ST-22 complex
27	GB17		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	4,13,64							2	1	2001-02-12	2001-07-09	416	ST-48 complex
28	1429		New Zealand	Oceania			1993							carrier	chicken	carrier	Campylobacter jejuni	9							2	1	2001-02-12	2001-02-12	25	ST-45 complex
29	P17		Unknown														Campylobacter jejuni	17							2	1	2001-02-12	2001-04-24	26	ST-353 complex
30	P37		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	37							2	1	2001-02-12	2001-04-19	51	ST-443 complex
31	P53		Unknown														Campylobacter jejuni	53							2	1	2001-02-12	2001-04-24	28	
32	GB1		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-07-09	29	
33	304		UK	Europe			1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
34	307		UK [Scotland]	Europe	Dumfries and Galloway		1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
35	336		UK [Scotland]	Europe		Edinburgh	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	30	
36	321		UK [England]	Europe		Manchester	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	31	ST-21 complex
37	322		UK [England]	Europe		Poole	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	32	ST-21 complex
38	333		UK [Scotland]	Europe		Edinburgh	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	33	ST-21 complex
39	335		UK [Scotland]	Europe		Edinburgh	1999							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	34	
40	327		UK [England]	Europe		Manchester	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	35	ST-48 complex
41	1741		UK [England]	Europe		Blackpool	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-03-08	36	ST-61 complex
42	1744		UK [England]	Europe		Blackpool	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	37	ST-353 complex
43	1835		UK [England]	Europe		Lancaster	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	38	ST-48 complex
44	GB24		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	31							2	1	2001-02-12	2001-07-09	39	ST-658 complex
45	GB27		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	1,44							2	1	2001-02-12	2001-07-09	186	ST-21 complex
46	P41	ATCC43460	Unknown											carrier	gazelle	carrier	Campylobacter jejuni	41							2	1	2001-02-12	2001-04-19	41	ST-41 complex
47	108980027		The Netherlands	Europe			1998							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	36							6	1	2001-02-12	2001-02-12	42	ST-42 complex
48	NCTC11168		UK	Europe			1977							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2						Complete genome uploaded from GenBank (accession number AL111168).	6	323	2001-02-12	2019-11-27	43	ST-21 complex
49	161H		The Netherlands	Europe			1998							carrier	chicken	carrier	Campylobacter jejuni	1,44							6	1	2001-02-12	2001-02-12	44	ST-21 complex
50	1997-1591		The Netherlands	Europe			1997							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	19							6	1	2001-02-12	2001-02-12	22	ST-22 complex
51	41239B	99/212; CN005	UK [Scotland]	Europe										gastroenteritis	human stool	general outbreak	Campylobacter jejuni	55						Strain from Campynet project	6	1	2001-02-12	2001-02-12	45	ST-45 complex
52	BCH1204	99/188; CN009	UK [Northern Ireland]	Europe										gastroenteritis	human stool	general outbreak	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	21	ST-21 complex
53	943	99/210; CN022	UK [Northern Ireland]	Europe										carrier	chicken	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	46	ST-206 complex
54	1997-1423	99/219; CN029	The Netherlands	Europe			1997							gastroenteritis	human stool		Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	42	ST-42 complex
55	BJ1	CN037	Belgium	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	47	ST-21 complex
56	5029	99/217; CN045	Denmark	Europe										gastroenteritis	human stool		Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	21	ST-21 complex
57	11Cj	99/216; CN049	France	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	45	ST-45 complex
58	Cy6412	99/201; CN052	The Netherlands	Europe			1992							carrier	cattle	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	48	ST-48 complex
59	4039	99/202; CN056	Denmark	Europe			1999							carrier	cattle	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	45	ST-45 complex
60	BT27/98	99/194; CN058	UK	Europe			1999							carrier	cattle	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	45	ST-45 complex
61	C196/1	99/191; CN086	UK	Europe										carrier	chicken	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	49	ST-49 complex
62	SVS 5051	99/206; CN093	Denmark	Europe			1999							carrier	chicken	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	21	ST-21 complex
63	160H		The Netherlands	Europe			1998							carrier	chicken	carrier	Campylobacter jejuni								6	1	2001-02-12	2001-02-12	51	ST-443 complex
64	C2143		The Netherlands	Europe			1991							carrier	chicken	carrier	Campylobacter jejuni								6	1	2001-02-12	2001-02-12	52	ST-52 complex
65	5001	99/199; CN001	Denmark	Europe											potable/drinking water		Campylobacter jejuni	2						Strain from Campynet project	6	1	2001-02-12	2001-02-12	53	ST-21 complex
66	LP83/98	CN024	Finland	Europe													Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	54	ST-177 complex
67	C13010	99/209; CN033	UK	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	60	ST-61 complex
68	CKH3	99/214; CN041	Sweden	Europe										gastroenteritis	human stool	sporadic case	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	59	
69	4137	99/238; CN054	UK [Northern Ireland]	Europe										carrier	cattle	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	55	ST-403 complex
70	133f/98	99/204; CN060	UK	Europe										carrier	sheep	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	52	ST-52 complex
71	1589	99/215; CN073	The Netherlands	Europe			1992							carrier	cattle	carrier	Campylobacter jejuni	13						Strain from Campynet project	6	1	2001-02-12	2001-02-12	61	ST-61 complex
72	16937	CN075	UK [Northern Ireland]	Europe										carrier	cattle	carrier	Campylobacter jejuni							Strain from Campynet project	6	1	2001-02-12	2001-02-12	58	
73	C356		The Netherlands	Europe			1991							carrier	chicken	carrier	Campylobacter jejuni	2							6	2	2001-07-10	2001-07-10	53	ST-21 complex
74	LMG8843		Australia	Oceania			1998							gastroenteritis	human stool	sporadic case	Campylobacter jejuni							subspecies doylei	6	1	2001-02-12	2001-02-12	62	
75	GB15		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	5,34							2	1	2001-02-12	2001-07-09	63	ST-52 complex
76	GB22		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	13,64							2	1	2001-02-12	2001-07-09	64	ST-508 complex
77	PS3	ATCC43431	Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	3							2	1	2001-02-12	2001-02-12	5	ST-353 complex
78	3616		UK [England]	Europe		Manchester	1991								cows milk		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
79	323		UK	Europe			1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	65	ST-433 complex
80	3109		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	6							2	1	2001-02-12	2001-04-25	25	ST-45 complex
81	1951		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
82	2473		UK [England]	Europe		Poole	1991								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	67	ST-21 complex
83	3105		Unknown				1991								chicken offal or meat		Campylobacter jejuni	4,16,50							2	1	2001-02-12	2001-02-12	68	ST-45 complex
84	79201		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	69	ST-21 complex
85	79203		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	47	ST-21 complex
86	79228		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	38							2	1	2001-02-12	2001-04-25	408	ST-45 complex
87	2526		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-03-08	71	
88	1441		New Zealand	Oceania			1993							carrier	cattle	carrier	Campylobacter jejuni	13,50							2	1	2001-02-12	2001-02-12	72	ST-61 complex
89	79199		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	73	
90	79176		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	5							2	1	2001-02-12	2001-03-08	74	ST-177 complex
91	3615		UK [England]	Europe		Manchester	1991								cows milk		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	75	ST-21 complex
92	1434		New Zealand	Oceania			1993							carrier	chicken	carrier	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	76	ST-21 complex
93	2656		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	27							2	1	2001-02-12	2001-04-25	77	ST-45 complex
94	3779		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	19							2	1	2001-02-12	2001-02-12	78	ST-22 complex
95	3748		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	79	ST-48 complex
96	79125		UK	Europe			1994								sand (bathing beach)		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	80	ST-179 complex
97	79260		UK	Europe			1994								sand (bathing beach)		Campylobacter jejuni	55							2	1	2001-02-12	2001-12-18	177	ST-177 complex
98	MF6	MFS6	The Netherlands	Europe										Miller Fisher Syndrome	human stool	sporadic case	Campylobacter jejuni	4,64							2	1	2001-02-12	2001-07-09	48	ST-48 complex
99	MF7	MFS7	The Netherlands	Europe										Miller Fisher Syndrome	human stool	sporadic case	Campylobacter jejuni	35							2	1	2001-02-12	2001-07-09	83	
100	GB14		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-07-09	19	ST-21 complex
101	GB25		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-07-09	131	
102	P10	ATCC43438	Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	10							2	1	2001-02-12	2001-04-19	56	
103	PS4		Unknown														Campylobacter jejuni	4							2	1	2001-02-12	2001-04-24	227	ST-206 complex
104	PS8	ATCC43436	Canada	North America		Ottawa								gastroenteritis	human stool	sporadic case	Campylobacter jejuni	8							2	1	2001-02-12	2001-04-24	87	ST-21 complex
105	P42		Canada	North America										gastroenteritis	human stool	sporadic case	Campylobacter jejuni	42							2	1	2001-02-12	2001-04-25	88	ST-45 complex
106	P06	ATCC43434	Canada	North America		Ottawa								gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-04-19	89	ST-45 complex
107	3897		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	90	ST-21 complex
108	79178		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	91	ST-61 complex
109	1426		New Zealand	Oceania			1993							carrier	duck	carrier	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	92	
110	1529		UK [England]	Europe		Blackburn	1993							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	93	ST-61 complex
111	1564		UK [England]	Europe		Preston	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	93	ST-61 complex
112	1715		UK [England]	Europe		Blackpool	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	93	ST-61 complex
113	2017		UK [England]	Europe		Poole	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	93	ST-61 complex
114	2035		UK [England]	Europe		Bath	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4c							2	1	2001-02-12	2001-02-12	93	ST-61 complex
115	3222		UK	Europe			1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	93	ST-61 complex
116	3827		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	93	ST-61 complex
117	79202		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	47	ST-21 complex
118	3110		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	60							2	1	2001-02-12	2001-02-12	94	ST-45 complex
119	3188		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-04-25	408	ST-45 complex
120	2601		UK [England]	Europe		Poole	1991								chicken offal or meat		Campylobacter jejuni	1							2	34	2001-02-12	2019-11-21	96	ST-206 complex
121	1436		New Zealand	Oceania			1993							carrier	chicken	carrier	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	97	ST-45 complex
122	79238		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	98	ST-48 complex
123	79129		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	99	ST-179 complex
124	79207		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	2							2	1	2001-02-12	2001-12-18	220	ST-179 complex
125	79373		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	101	
126	1576		UK [England]	Europe		Preston	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	21	ST-21 complex
127	314		UK [England]	Europe		London	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	50	ST-21 complex
128	337		UK [Scotland]	Europe	Dumfries and Galloway		1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	102	ST-21 complex
129	1656		UK [England]	Europe		Newcastle	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	103	ST-61 complex
130	3667		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	23							2	1	2001-02-12	2001-02-12	42	ST-42 complex
131	3744		UK [England]	Europe		Hereford	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	23							2	1	2001-02-12	2001-02-12	42	ST-42 complex
132	3782		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	104	ST-21 complex
133	3907		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
134	3174		UK [Wales]	Europe		Rhyl	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	105	ST-21 complex
135	3117		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	106	
136	2945		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	107	ST-21 complex
137	2879		UK [England]	Europe		Newcastle	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	109	ST-45 complex
138	2809		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	55							2	1	2001-02-12	2001-02-12	108	ST-21 complex
139	2582		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	110	ST-21 complex
140	2546		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	111	ST-21 complex
141	2255		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	112	ST-21 complex
142	2254		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	13,50							2	1	2001-02-12	2001-02-12	113	ST-460 complex
143	2160		UK [England]	Europe		Norwich	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	114	ST-21 complex
144	2399		UK [England]	Europe		Cambridge	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
145	2567		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	19	ST-21 complex
146	2836		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	21	ST-21 complex
147	87037		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	115	ST-1275 complex
148	3175		UK [Wales]	Europe		Rhyl	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
149	2857		UK [England]	Europe		Poole	1991								chicken offal or meat		Campylobacter jejuni	55							2	1	2001-02-12	2001-02-12	116	ST-45 complex
150	79045		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	117	ST-179 complex
151	1939		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	86	ST-21 complex
152	1950		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	118	
153	2241		UK [England]	Europe		Eastbourne	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	119	ST-21 complex
154	2856		UK [Scotland]	Europe		Aberdeen	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	120	ST-48 complex
155	3487		UK [England]	Europe		Bath	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	121	ST-658 complex
156	GB23		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	4,13,43							2	1	2001-02-12	2001-07-09	122	ST-206 complex
157	3617		UK [England]	Europe		Manchester	1991								cows milk		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
158	3057		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	60							2	1	2001-02-12	2001-02-12	45	ST-45 complex
159	79204		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	47	ST-21 complex
160	79227		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	8.17							2	1	2001-02-12	2001-03-08	123	
161	316		UK [Scotland]	Europe		Edinburgh	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
162	317		UK	Europe			1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	124	ST-21 complex
163	319		UK [Scotland]	Europe		Aberdeen	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
164	326		UK [England]	Europe		Manchester	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	125	ST-206 complex
165	323		UK [England]	Europe		Gateshead	1990							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	1							2	1	2001-02-12	2001-03-08	126	ST-433 complex
166	p7		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	7							2	1	2001-02-12	2001-02-12	45	ST-45 complex
167	p34	ATCC43478	Unknown											carrier	marmoset	carrier	Campylobacter jejuni	34							2	1	2001-02-12	2001-02-12	127	
168	p38		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	38							2	1	2001-02-12	2001-04-24	45	ST-45 complex
169	p62	ATCC49300	Canada	North America		Toronto								gastroenteritis	human stool	sporadic case	Campylobacter jejuni	62							2	1	2001-02-12	2001-04-24	129	ST-353 complex
170	p64	ATCC49302	South Africa	Africa		Cape Town								gastroenteritis	human stool	sporadic case	Campylobacter jejuni	64							2	1	2001-02-12	2001-02-12	130	
171	p65	ATCC49303	Unknown														Campylobacter jejuni	65							2	1	2001-02-12	2001-02-12	162	
172	GB18		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	19							2	1	2001-02-12	2001-07-09	22	ST-22 complex
173	MF20		The Netherlands	Europe										Miller Fisher Syndrome	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-07-09	131	
174	GB21		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	13,65							2	1	2001-02-12	2001-07-09	132	ST-508 complex
175	GB13		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-07-09	53	ST-21 complex
176	GB16		The Netherlands	Europe										Guillain Barre Syndrome	human stool	sporadic case	Campylobacter jejuni	13,65							2	1	2001-02-12	2001-07-09	61	ST-61 complex
177	1425		New Zealand	Oceania			1993							carrier	chicken	carrier	Campylobacter jejuni	13							2	1	2001-02-12	2001-03-08	134	ST-48 complex
178	2386		UK	Europe			1991								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	135	ST-206 complex
179	79205		UK	Europe			1994								sand (bathing beach)	environmental isolate	Campylobacter jejuni	10							2	1	2001-02-12	2001-02-12	136	ST-21 complex
180	p45		Unknown											gastroenteritis	human stool	sporadic case	Campylobacter jejuni	45							2	1	2001-02-12	2001-02-12	137	ST-45 complex
